CPU_32v7 :: 
MTD_NAND_TMIO :: drivers/mtd/nand/tmio_nand.c=
USB_XHCI_HCD :: drivers/usb/host/xhci.c=drivers/usb/host/xhci.h=drivers/usb/host/xhci-mem.c=drivers/usb/host/xhci-ring.c=drivers/usb/host/xhci-hub.c=drivers/usb/host/xhci-dbg.c=host/=
NET_SCH_INGRESS :: net/sched/sch_ingress.c=
MIPS_DB1550 :: db1x00/=alchemy/devboards/=
B43_PHY_N :: drivers/net/wireless/b43/tables_nphy.c=drivers/net/wireless/b43/tables_nphy.h=drivers/net/wireless/b43/radio_2055.c=drivers/net/wireless/b43/radio_2055.h=drivers/net/wireless/b43/radio_2056.c=drivers/net/wireless/b43/radio_2056.h=drivers/net/wireless/b43/phy_n.c=drivers/net/wireless/b43/phy_n.h=
MMC_SDHCI_CNS3XXX :: drivers/mmc/host/sdhci-cns3xxx.c=
CPU_COPY_FA :: arch/arm/mm/copypage-fa.c=
INFINIBAND :: drivers/infiniband/core/mad.c=drivers/infiniband/core/smi.c=drivers/infiniband/core/smi.h=drivers/infiniband/core/agent.c=drivers/infiniband/core/agent.h=drivers/infiniband/core/mad_rmpp.c=drivers/infiniband/core/mad_rmpp.h=drivers/infiniband/core/cm.c=drivers/infiniband/core/packer.c=drivers/infiniband/core/ud_header.c=drivers/infiniband/core/verbs.c=drivers/infiniband/core/sysfs.c=drivers/infiniband/core/device.c=drivers/infiniband/core/fmr_pool.c=drivers/infiniband/core/cache.c=drivers/infiniband/core/netlink.c=drivers/infiniband/core/iwcm.c=drivers/infiniband/core/iwcm.h=drivers/infiniband/core/sa_query.c=drivers/infiniband/core/multicast.c=core/=infiniband/=
BOARD_MIMC200 :: arch/avr32/boards/mimc200/=
CRYPTO_DEV_GEODE :: drivers/crypto/geode-aes.c=drivers/crypto/geode-aes.h=
CEVT_SB1250 :: arch/mips/kernel/cevt-sb1250.c=
IBMTR :: drivers/net/tokenring/ibmtr.c=
FB_STI :: drivers/video/console/sticore.c=drivers/video/console/fonts.c=drivers/video/stifb.c=
SCSI_DMX3191D :: drivers/scsi/dmx3191d.c=
ARCH_QSD8X50 :: arch/arm/mach-msm/dma.c=arch/arm/mach-msm/sirc.c=arch/arm/mach-msm/board-qsd8x50.c=arch/arm/mach-msm/devices-qsd8x50.c=arch/arm/mach-msm/gpiomux-8x50.c=arch/arm/mach-msm/gpiomux-v1.c=arch/arm/mach-msm/gpiomux-v1.h=arch/arm/mach-msm/gpiomux.c=arch/arm/mach-msm/gpiomux.h=
MTD_DOC2001 :: drivers/mtd/devices/doc2001.c=
MACH_DEVIXP :: arch/arm/mach-ixp4xx/omixp-setup.c=
MTD_DOC2000 :: drivers/mtd/devices/doc2000.c=
SA1100_JORNADA720 :: arch/arm/mach-sa1100/jornada720.c=drivers/pcmcia/sa1100_jornada720.c=
MIPS_MT_SMTC :: arch/mips/kernel/cevt-smtc.c=arch/mips/kernel/smtc.c=arch/mips/kernel/smtc-asm.S=arch/mips/kernel/smtc-proc.c=arch/mips/mipssim/sim_smtc.c=arch/mips/mti-malta/malta-smtc.c=arch/mips/pmc-sierra/msp71xx/msp_smtc.c=
PXA_EZX :: arch/arm/mach-pxa/ezx.c=
RTC_DRV_GENERIC :: drivers/rtc/rtc-generic.c=
CPU_R4X00 :: arch/mips/kernel/r4k_fpu.S=arch/mips/kernel/r4k_switch.S=arch/mips/lib/dump_tlb.c=arch/mips/mm/c-r4k.c=arch/mips/mm/cex-gen.S=arch/mips/mm/tlb-r4k.c=
USB_VL600 :: drivers/net/usb/lg-vl600.c=
CPU_NUC960 :: arch/arm/mach-w90x900/nuc960.c=arch/arm/mach-w90x900/nuc960.h=
REGULATOR_MAX8649 :: drivers/regulator/max8649.c=
SCSI :: scsi/=drivers/scsi/scsi.c=drivers/scsi/scsi.h=drivers/scsi/hosts.c=drivers/scsi/scsi_ioctl.c=drivers/scsi/constants.c=drivers/scsi/scsicam.c=drivers/scsi/scsi_error.c=drivers/scsi/scsi_lib.c=drivers/scsi/scsi_scan.c=drivers/scsi/scsi_sysfs.c=drivers/scsi/scsi_devinfo.c=drivers/scsi/scsi_trace.c=
ALPHA_WILDFIRE :: arch/alpha/kernel/core_wildfire.c=arch/alpha/kernel/sys_wildfire.c=arch/alpha/kernel/irq_i8259.c=
BRIDGE_EBT_LIMIT :: net/bridge/netfilter/ebt_limit.c=
MPC8272_ADS :: arch/powerpc/platforms/82xx/mpc8272_ads.c=
COSA :: drivers/net/wan/cosa.c=drivers/net/wan/cosa.h=
S3C2412_CPUFREQ :: arch/arm/mach-s3c2412/cpu-freq.c=
I2C_HIGHLANDER :: drivers/i2c/busses/i2c-highlander.c=
DISPLAY7SEG :: drivers/sbus/char/display7seg.c=
ADAPTEC_STARFIRE :: drivers/net/ethernet/adaptec/starfire.c=
FB_OLPC_DCON :: olpc_dcon/=drivers/staging/olpc_dcon/olpc_dcon.c=drivers/staging/olpc_dcon/olpc_dcon.h=
MACH_IMX27_VISSTRIM_M10 :: arch/arm/mach-imx/mach-imx27_visstrim_m10.c=
FUSION_LAN :: drivers/message/fusion/mptlan.c=drivers/message/fusion/mptlan.h=
CPU_NUC950 :: arch/arm/mach-w90x900/nuc950.c=arch/arm/mach-w90x900/nuc950.h=
CAN_SJA1000_OF_PLATFORM :: drivers/net/can/sja1000/sja1000_of_platform.c=
SND_SOC_TAVOREVB3 :: sound/soc/pxa/tavorevb3.c=
SND_MPC52xx_SOC_EFIKA :: sound/soc/fsl/efika-audio-fabric.c=
ACPI_HOTPLUG_MEMORY :: drivers/acpi/acpi_memhotplug.c=
EXT2_FS_XATTR :: fs/ext2/xattr.c=fs/ext2/xattr.h=fs/ext2/xattr_user.c=fs/ext2/xattr_trusted.c=
MFD_PCF50633 :: drivers/mfd/pcf50633-core.c=drivers/mfd/pcf50633-irq.c=
PORT_CHAN :: arch/um/drivers/port_kern.c=arch/um/drivers/port_user.c=
FHANDLE :: fs/fhandle.c=
ETRAX_L2CACHE :: arch/cris/arch-v32/mm/l2cache.c=
USB_SERIAL :: serial/=drivers/usb/serial/usb-serial.c=drivers/usb/serial/generic.c=drivers/usb/serial/bus.c=
TIMB_DMA :: drivers/dma/timb_dma.c=
SPI_PPC4xx :: drivers/spi/spi-ppc4xx.c=
RTC_DRV_MAX8998 :: drivers/rtc/rtc-max8998.c=
ORE :: fs/exofs/ore.c=fs/exofs/ore_raid.c=fs/exofs/ore_raid.h=
SAMSUNG_Q10 :: drivers/platform/x86/samsung-q10.c=
IBMOL :: drivers/net/tokenring/olympic.c=drivers/net/tokenring/olympic.h=
SND_SOC_SAMSUNG_SIMTEC :: sound/soc/samsung/s3c24xx_simtec.c=sound/soc/samsung/s3c24xx_simtec.h=
SPARC64_SMP :: arch/sparc/kernel/cpumap.c=arch/sparc/kernel/cpumap.h=arch/sparc/kernel/hvtramp.S=
MIPS_DB1500 :: db1x00/=alchemy/devboards/=
FEC_MPC52xx_MDIO :: drivers/net/ethernet/freescale/fec_mpc52xx_phy.c=
PCI_QUIRKS :: drivers/pci/quirks.c=
HPLAN :: drivers/net/ethernet/8390/hp.c=drivers/net/ethernet/8390/8390p.c=
USB_SUPPORT :: arch/arm/mach-tegra/usb_phy.c=
DASD_EER :: drivers/s390/block/dasd_eer.c=
VIDEO_TVAUDIO :: drivers/media/video/tvaudio.c=
X86_IO_APIC :: arch/x86/kernel/apic/io_apic.c=arch/x86/oprofile/nmi_timer_int.c=
INPUT_JOYSTICK :: joystick/=
HVCS :: arch/powerpc/platforms/pseries/hvcserver.c=drivers/tty/hvc/hvcs.c=
COPS :: drivers/net/appletalk/cops.c=drivers/net/appletalk/cops.h=
ARCH_BCMRING :: 
EEXPRESS :: drivers/net/ethernet/i825xx/eexpress.c=drivers/net/ethernet/i825xx/eexpress.h=
MACH_NAS100D :: arch/arm/mach-ixp4xx/nas100d-pci.c=arch/arm/mach-ixp4xx/nas100d-setup.c=
MICROCODE_AMD :: arch/x86/kernel/microcode_amd.c=
SWIOTLB :: arch/ia64/kernel/pci-swiotlb.c=arch/powerpc/kernel/dma-swiotlb.c=arch/unicore32/mm/dma-swiotlb.c=arch/x86/kernel/pci-swiotlb.c=lib/swiotlb.c=
BLOCK_COMPAT :: block/compat_ioctl.c=
STAGING :: staging/=drivers/staging/staging.c=
PPC_BESTCOMM_GEN_BD :: arch/powerpc/sysdev/bestcomm/gen_bd.c=arch/powerpc/sysdev/bestcomm/gen_bd.h=arch/powerpc/sysdev/bestcomm/bcom_gen_bd_rx_task.c=arch/powerpc/sysdev/bestcomm/bcom_gen_bd_tx_task.c=
SSB_PCMCIAHOST :: drivers/ssb/pcmcia.c=
NF_CONNTRACK_EVENTS :: net/netfilter/nf_conntrack_ecache.c=
RCU_TORTURE_TEST :: kernel/rcutorture.c=
MN10300_DEBUGGER_CACHE_FLUSH_BY_REG :: arch/mn10300/mm/cache-dbg-flush-by-reg.S=
SERIAL_ZS :: drivers/tty/serial/zs.c=drivers/tty/serial/zs.h=
MOUSE_PC110PAD :: drivers/input/mouse/pc110pad.c=
MTD_SA1100 :: drivers/mtd/maps/sa1100-flash.c=
MTD_NAND_GPIO :: drivers/mtd/nand/gpio.c=
PPDEV :: drivers/char/ppdev.c=
MPENTIUMIII :: 
NET_DSA_MV88E6XXX :: net/dsa/mv88e6xxx.c=net/dsa/mv88e6xxx.h=
CAN_RAW :: net/can/raw.c=
SH_URQUELL :: arch/sh/boards/board-urquell.c=
I2O_BUS :: drivers/message/i2o/bus-osm.c=
SPARC32_SMP :: arch/sparc/kernel/sun4m_smp.c=arch/sparc/kernel/sun4d_smp.c=arch/sparc/kernel/leon_smp.c=
NET_VENDOR_TI :: ti/=
SND_BF5XX_SOC_TDM :: sound/soc/blackfin/bf5xx-tdm.c=sound/soc/blackfin/bf5xx-tdm.h=
LIBCRC32C :: lib/libcrc32c.c=
PCMCIA_XIRCOM :: drivers/net/ethernet/dec/tulip/xircom_cb.c=
HOSTAUDIO :: arch/um/drivers/hostaudio_kern.c=
SERIO_AT32PSIF :: drivers/input/serio/at32psif.c=
SND_SOC_SAMSUNG_SMDK_SPDIF :: sound/soc/samsung/smdk_spdif.c=
DRM_PSB_CDV :: drivers/staging/gma500/cdv_device.c=drivers/staging/gma500/cdv_device.h=drivers/staging/gma500/cdv_intel_crt.c=drivers/staging/gma500/cdv_intel_display.c=drivers/staging/gma500/cdv_intel_hdmi.c=drivers/staging/gma500/cdv_intel_lvds.c=
AD5064 :: drivers/staging/iio/dac/ad5064.c=
HTC_I2CPLD :: drivers/mfd/htc-i2cpld.c=
L2TP :: net/l2tp/l2tp_core.c=net/l2tp/l2tp_core.h=net/l2tp/l2tp_eth.c=net/l2tp/l2tp_ppp.c=net/l2tp/l2tp_ip.c=net/l2tp/l2tp_netlink.c=net/l2tp/l2tp_debugfs.c=l2tp/=
MPC836x_MDS :: arch/powerpc/platforms/83xx/mpc836x_mds.c=
DM_FLAKEY :: drivers/md/dm-flakey.c=
MTD_RBTX4939 :: drivers/mtd/maps/rbtx4939-flash.c=
NF_NAT_PROTO_UDPLITE :: net/ipv4/netfilter/nf_nat_proto_udplite.c=
SPARSEMEM_VMEMMAP :: mm/sparse-vmemmap.c=
MACH_TERASTATION_WXL :: arch/arm/mach-mv78xx0/buffalo-wxl-setup.c=
PATA_NINJA32 :: drivers/ata/pata_ninja32.c=
ALPHA_NONAME :: arch/alpha/kernel/sys_sio.c=arch/alpha/kernel/irq_i8259.c=arch/alpha/kernel/irq_srm.c=arch/alpha/kernel/pc873xx.c=arch/alpha/kernel/pc873xx.h=
QLCNIC :: qlcnic/=drivers/net/ethernet/qlogic/qlcnic/qlcnic_hw.c=drivers/net/ethernet/qlogic/qlcnic/qlcnic_main.c=drivers/net/ethernet/qlogic/qlcnic/qlcnic_init.c=drivers/net/ethernet/qlogic/qlcnic/qlcnic_ethtool.c=drivers/net/ethernet/qlogic/qlcnic/qlcnic_ctx.c=
SND_SOC_MAX9877 :: sound/soc/codecs/max9877.c=sound/soc/codecs/max9877.h=
DVB_USB_TTUSB2 :: 
QETH_L3 :: drivers/s390/net/qeth_l3_main.c=drivers/s390/net/qeth_l3_sys.c=
QETH_L2 :: drivers/s390/net/qeth_l2_main.c=
TABLET_USB_HANWANG :: drivers/input/tablet/hanwang.c=
IA32_EMULATION :: arch/x86/ia32/ia32entry.S=arch/x86/ia32/sys_ia32.c=arch/x86/ia32/ia32_signal.c=ia32/=arch/x86/kernel/tls.c=arch/x86/kernel/tls.h=
CP_INTC :: arch/arm/mach-davinci/cp_intc.c=
NETFILTER_XT_TARGET_RATEEST :: net/netfilter/xt_RATEEST.c=
ARCH_DAVINCI_DA8XX :: 
RTC_DRV_MAX8925 :: drivers/rtc/rtc-max8925.c=
MANTIS_CORE :: 
SND_OMAP_SOC_OVERO :: sound/soc/omap/overo.c=
THERM_WINDTUNNEL :: drivers/macintosh/therm_windtunnel.c=
WIMAX_I2400M_USB :: 
SERIAL_8250_EXAR_ST16C554 :: drivers/tty/serial/8250_exar_st16c554.c=
SCSI_PM8001 :: pm8001/=drivers/scsi/pm8001/pm8001_init.c=drivers/scsi/pm8001/pm8001_sas.c=drivers/scsi/pm8001/pm8001_sas.h=drivers/scsi/pm8001/pm8001_ctl.c=drivers/scsi/pm8001/pm8001_ctl.h=drivers/scsi/pm8001/pm8001_hwi.c=drivers/scsi/pm8001/pm8001_hwi.h=
X86_MCE_THRESHOLD :: arch/x86/kernel/cpu/mcheck/threshold.c=
MTD_CFI_STAA :: drivers/mtd/chips/cfi_cmdset_0020.c=
COMEDI_DAS1800 :: drivers/staging/comedi/drivers/das1800.c=
DRM_I2C_SIL164 :: drivers/gpu/drm/i2c/sil164_drv.c=
SATA_SIL24 :: drivers/ata/sata_sil24.c=
BLK_DEV_MD :: drivers/md/md.c=drivers/md/md.h=drivers/md/bitmap.c=drivers/md/bitmap.h=init/do_mounts_md.c=
SC520_WDT :: drivers/watchdog/sc520_wdt.c=
MTD_M25P80 :: drivers/mtd/devices/m25p80.c=
MACH_W90P950EVB :: arch/arm/mach-w90x900/mach-nuc950evb.c=
SCSI_STEX :: drivers/scsi/stex.c=
PMAC_BACKLIGHT :: arch/powerpc/platforms/powermac/backlight.c=drivers/macintosh/via-pmu-backlight.c=
MACH_CM_X300 :: arch/arm/mach-pxa/cm-x300.c=
SND_TEA575X :: sound/i2c/other/tea575x-tuner.c=
PATA_VIA :: drivers/ata/pata_via.c=
BLK_DEV_IDEPCI :: drivers/ide/setup-pci.c=
KEYBOARD_SAMSUNG :: drivers/input/keyboard/samsung-keypad.c=
DVB_USB_DW2102 :: 
EXT2_FS_XIP :: fs/ext2/xip.c=fs/ext2/xip.h=
MACH_SHEEVAPLUG :: arch/arm/mach-kirkwood/sheevaplug-setup.c=
SND_SOC_SH4_FSI :: sound/soc/sh/fsi.c=
FB_SH_MOBILE_HDMI :: drivers/video/sh_mobile_hdmi.c=
ARCH_MSM7X00A :: arch/arm/mach-msm/dma.c=arch/arm/mach-msm/irq.c=arch/arm/mach-msm/acpuclock-arm11.c=
MMC_S3C :: drivers/mmc/host/s3cmci.c=drivers/mmc/host/s3cmci.h=
HW_RANDOM_TX4939 :: drivers/char/hw_random/tx4939-rng.c=
I2C_POWERMAC :: drivers/i2c/busses/i2c-powermac.c=
CPU_ABRT_EV5TJ :: arch/arm/mm/abort-ev5tj.S=
MAC80211_RC_MINSTREL_HT :: 
IBMVETH :: drivers/net/ethernet/ibm/ibmveth.c=drivers/net/ethernet/ibm/ibmveth.h=
TEXTSEARCH_BM :: lib/ts_bm.c=
PCMCIA_FMVJ18X :: drivers/net/ethernet/fujitsu/fmvj18x_cs.c=
IB700_WDT :: drivers/watchdog/ib700wdt.c=
PPC_PSERIES_DEBUG :: 
XO15_EBOOK :: drivers/platform/x86/xo15-ebook.c=
SERIAL_MSM_HS :: drivers/tty/serial/msm_serial_hs.c=
NET_VENDOR_SEEQ :: seeq/=
PCIEASPM :: drivers/pci/pcie/aspm.c=
USB_SERIAL_KLSI :: drivers/usb/serial/kl5kusb105.c=drivers/usb/serial/kl5kusb105.h=
WL1251 :: wl1251/=drivers/net/wireless/wl1251/wl1251.h=
MACH_STARGATE2 :: arch/arm/mach-pxa/stargate2.c=drivers/pcmcia/pxa2xx_stargate2.c=
BMAC :: drivers/net/ethernet/apple/bmac.c=drivers/net/ethernet/apple/bmac.h=
INTC_USERIMASK :: drivers/sh/intc/userimask.c=
MACH_D2NET_V2 :: arch/arm/mach-kirkwood/d2net_v2-setup.c=arch/arm/mach-kirkwood/lacie_v2-common.c=arch/arm/mach-kirkwood/lacie_v2-common.h=
MACH_VERSATILE_DT :: arch/arm/mach-versatile/versatile_dt.c=
USB_NET_RNDIS_HOST :: drivers/net/usb/rndis_host.c=
VIDEO_CX18_ALSA :: drivers/media/video/cx18/cx18-alsa-main.c=drivers/media/video/cx18/cx18-alsa-pcm.c=drivers/media/video/cx18/cx18-alsa-pcm.h=
VIDEO_GO7007_USB_S2250_BOARD :: drivers/staging/media/go7007/s2250-loader.c=drivers/staging/media/go7007/s2250-loader.h=drivers/staging/media/go7007/s2250-board.c=
ACPI_SLEEP :: arch/x86/kernel/acpi/sleep.c=arch/x86/kernel/acpi/sleep.h=arch/x86/kernel/acpi/wakeup_rm.S=drivers/acpi/proc.c=drivers/acpi/nvs.c=
UIO_PDRV_GENIRQ :: drivers/uio/uio_pdrv_genirq.c=
PARPORT_PC_PCMCIA :: drivers/parport/parport_cs.c=
RTC_DRV_MPC5121 :: drivers/rtc/rtc-mpc5121.c=
NEC_MARKEINS :: arch/mips/emma/common/prom.c=markeins/=arch/mips/emma/markeins/irq.c=arch/mips/emma/markeins/setup.c=arch/mips/emma/markeins/led.c=arch/mips/emma/markeins/platform.c=arch/mips/pci/ops-emma2rh.c=arch/mips/pci/pci-emma2rh.c=arch/mips/pci/fixup-emma2rh.c=
NLM_XLR_BOARD :: 
RTC_INTF_SYSFS :: drivers/rtc/rtc-sysfs.c=
SENSORS_GPIO_FAN :: drivers/hwmon/gpio-fan.c=
HID_HOLTEK :: drivers/hid/hid-holtekff.c=
SND_SB8 :: sound/isa/sb/sb8.c=
USB_GSPCA_PAC207 :: drivers/media/video/gspca/pac207.c=
SCSI_PROC_FS :: drivers/scsi/scsi_proc.c=
KEYBOARD_TCA6416 :: drivers/input/keyboard/tca6416-keypad.c=
INET_DCCP_DIAG :: net/dccp/diag.c=
BLK_DEV_HD :: drivers/block/hd.c=
TOUCHSCREEN_PCAP :: drivers/input/touchscreen/pcap_ts.c=
EPOLL :: fs/eventpoll.c=
CPU_HAS_PTEAEX :: arch/sh/mm/tlb-pteaex.c=arch/sh/mm/tlb-urb.c=
MACH_REALVIEW_EB :: arch/arm/mach-realview/realview_eb.c=
PMB :: arch/sh/mm/pmb.c=
SND_SOC_MAX9850 :: sound/soc/codecs/max9850.c=sound/soc/codecs/max9850.h=
SOFT_WATCHDOG :: drivers/watchdog/softdog.c=
BT_L2CAP :: net/bluetooth/l2cap_core.c=net/bluetooth/l2cap_sock.c=net/bluetooth/smp.c=
CRYPTO_AUTHENC :: crypto/authenc.c=crypto/authencesn.c=
ARCH_VIPER :: arch/arm/mach-pxa/viper.c=
XEN_NETDEV_FRONTEND :: drivers/net/xen-netfront.c=
IRTTY_SIR :: 
CPU_ENDIAN_BE8 :: 
IDEPCI_PCIBUS_ORDER :: drivers/ide/ide-scan-pci.c=
COMEDI_DAS16 :: drivers/staging/comedi/drivers/das16.c=
RESOURCE_COUNTERS :: kernel/res_counter.c=
ACPI_FAN :: drivers/acpi/fan.c=
IBM_ASM :: drivers/misc/ibmasm/module.c=drivers/misc/ibmasm/ibmasmfs.c=drivers/misc/ibmasm/event.c=drivers/misc/ibmasm/command.c=drivers/misc/ibmasm/remote.c=drivers/misc/ibmasm/remote.h=drivers/misc/ibmasm/heartbeat.c=drivers/misc/ibmasm/r_heartbeat.c=drivers/misc/ibmasm/dot_command.c=drivers/misc/ibmasm/dot_command.h=drivers/misc/ibmasm/lowlevel.c=drivers/misc/ibmasm/lowlevel.h=ibmasm/=
DVB_DIB7000P :: drivers/media/dvb/frontends/dib7000p.c=drivers/media/dvb/frontends/dib7000p.h=drivers/media/dvb/frontends/dibx000_common.c=drivers/media/dvb/frontends/dibx000_common.h=
MIKROTIK_RB532 :: arch/mips/pci/pci-rc32434.c=arch/mips/pci/ops-rc32434.c=arch/mips/pci/fixup-rc32434.c=rb532/=
LIRC_IMON :: drivers/staging/media/lirc/lirc_imon.c=
SH_ECOVEC :: 
USB_GSPCA_SPCA1528 :: drivers/media/video/gspca/spca1528.c=
RFKILL_GPIO :: net/rfkill/rfkill-gpio.c=
BLOCK :: block/elevator.c=block/blk-core.c=block/blk-tag.c=block/blk-sysfs.c=block/blk-flush.c=block/blk-settings.c=block/blk-ioc.c=block/blk-map.c=block/blk-exec.c=block/blk-merge.c=block/blk-softirq.c=block/blk-timeout.c=block/blk-iopoll.c=block/blk-lib.c=block/ioctl.c=block/genhd.c=block/scsi_ioctl.c=drivers/xen/biomerge.c=fs/logfs/dev_bdev.c=fs/buffer.c=fs/bio.c=fs/block_dev.c=fs/direct-io.c=fs/mpage.c=fs/ioprio.c=fs/no-block.c=fs/partitions/check.c=fs/partitions/check.h=kernel/trace/blktrace.c=
DVB_DIB7000M :: drivers/media/dvb/frontends/dib7000m.c=drivers/media/dvb/frontends/dib7000m.h=drivers/media/dvb/frontends/dibx000_common.c=drivers/media/dvb/frontends/dibx000_common.h=
IMX_HAVE_PLATFORM_IMX2_WDT :: arch/arm/plat-mxc/devices/platform-imx2-wdt.c=
MACH_LOONGSON :: common/=loongson/=
VIDEOBUF_DMA_SG :: drivers/media/video/videobuf-dma-sg.c=
MD_RAID456 :: drivers/md/raid5.c=drivers/md/raid5.h=
WIMAX_I2400M_SDIO :: drivers/net/wimax/i2400m/sdio.c=
ASUS_LAPTOP :: drivers/platform/x86/asus-laptop.c=
IOSCHED_CFQ :: block/cfq-iosched.c=
COMEDI_DAS08 :: drivers/staging/comedi/drivers/das08.c=drivers/staging/comedi/drivers/das08.h=
NET_SCH_DSMARK :: net/sched/sch_dsmark.c=
NET_SCH_CHOKE :: net/sched/sch_choke.c=
USB_STORAGE_REALTEK :: drivers/usb/storage/realtek_cr.c=
BLK_DEV_FD :: drivers/block/floppy.c=
AD525X_DPOT_SPI :: drivers/misc/ad525x_dpot-spi.c=
TANBAC_TB0219 :: arch/mips/pci/fixup-tb0219.c=
VIDEO_PVRUSB2_SYSFS :: drivers/media/video/pvrusb2/pvrusb2-sysfs.c=drivers/media/video/pvrusb2/pvrusb2-sysfs.h=
MEMSTICK_R592 :: drivers/memstick/host/r592.c=drivers/memstick/host/r592.h=
NETFILTER_XT_MATCH_PKTTYPE :: net/netfilter/xt_pkttype.c=
SND_GINA20 :: sound/pci/echoaudio/gina20.c=
ISDN_DRV_ACT2000 :: drivers/isdn/act2000/module.c=drivers/isdn/act2000/capi.c=drivers/isdn/act2000/capi.h=drivers/isdn/act2000/act2000_isa.c=drivers/isdn/act2000/act2000_isa.h=act2000/=
TARGET_CORE :: target/=drivers/target/target_core_configfs.c=drivers/target/target_core_device.c=drivers/target/target_core_fabric_configfs.c=drivers/target/target_core_fabric_lib.c=drivers/target/target_core_hba.c=drivers/target/target_core_hba.h=drivers/target/target_core_pr.c=drivers/target/target_core_pr.h=drivers/target/target_core_alua.c=drivers/target/target_core_alua.h=drivers/target/target_core_tmr.c=drivers/target/target_core_tpg.c=drivers/target/target_core_transport.c=drivers/target/target_core_cdb.c=drivers/target/target_core_cdb.h=drivers/target/target_core_ua.c=drivers/target/target_core_ua.h=drivers/target/target_core_rd.c=drivers/target/target_core_rd.h=drivers/target/target_core_stat.c=drivers/target/target_core_stat.h=
CAN_SJA1000_ISA :: drivers/net/can/sja1000/sja1000_isa.c=
SND_GINA24 :: sound/pci/echoaudio/gina24.c=
ARCH_MXS :: 
ARCH_MX5 :: 
BLK_DEV_AEC62XX :: drivers/ide/aec62xx.c=
SND_DAVINCI_SOC_EVM :: sound/soc/davinci/davinci-evm.c=
DVB_USB_NOVA_T_USB2 :: 
BFIN_OTP :: drivers/char/bfin-otp.c=
ARCH_MXC :: drivers/usb/gadget/fsl_mxc_udc.c=
ALIX :: arch/x86/platform/geode/alix.c=
DVB_USB_M920X :: 
MTD_PISMO :: drivers/mtd/maps/pismo.c=
HISAX_AVM_A1_PCMCIA :: drivers/isdn/hisax/avm_a1p.c=drivers/isdn/hisax/isac.c=drivers/isdn/hisax/isac.h=drivers/isdn/hisax/arcofi.c=drivers/isdn/hisax/arcofi.h=drivers/isdn/hisax/hscx.c=drivers/isdn/hisax/hscx.h=
QUOTA :: fs/quota/dquot.c=
TANBAC_TB0226 :: arch/mips/pci/fixup-tb0226.c=
MTD_REDBOOT_PARTS :: drivers/mtd/redboot.c=
MTD_NAND_FSL_ELBC :: drivers/mtd/nand/fsl_elbc_nand.c=
MCA_LEGACY :: drivers/mca/mca-legacy.c=
VIDEO_CQCAM :: drivers/media/video/c-qcam.c=
SND_SOC_WM1250_EV1 :: sound/soc/codecs/wm1250-ev1.c=
NETFILTER_XT_TARGET_NFLOG :: net/netfilter/xt_NFLOG.c=
BLK_DEV_UB :: drivers/block/ub.c=
VMIVME_7805 :: drivers/staging/vme/boards/vme_vmivme7805.c=drivers/staging/vme/boards/vme_vmivme7805.h=
MACH_SMDK6400 :: arch/arm/mach-s3c64xx/mach-smdk6400.c=
TCG_NSC :: drivers/char/tpm/tpm_nsc.c=
SUN_PM :: arch/sparc/kernel/apc.c=arch/sparc/kernel/pmc.c=
SH_7722_SOLUTION_ENGINE :: 7722/=
CRYPTO_MICHAEL_MIC :: crypto/michael_mic.c=
MN10300_DEBUGGER_CACHE_INV_BY_REG :: arch/mn10300/mm/cache-dbg-inv-by-reg.S=arch/mn10300/mm/cache-dbg-inv.S=
CRYPTO_DES_S390 :: arch/s390/crypto/des_s390.c=
MACH_VERSATILE_AB :: arch/arm/mach-versatile/versatile_ab.c=
TOUCHSCREEN_CLEARPAD_TM1217 :: drivers/staging/cptm1217/clearpad_tm1217.c=cptm1217/=
REGULATOR_88PM8607 :: drivers/regulator/88pm8607.c=
TANBAC_TB022X :: 
GPIO_STMPE :: drivers/gpio/gpio-stmpe.c=
BLK_DEV_SR :: drivers/cdrom/cdrom.c=drivers/scsi/sr.c=drivers/scsi/sr.h=drivers/scsi/sr_ioctl.c=drivers/scsi/sr_vendor.c=
RTC_DRV_PL030 :: drivers/rtc/rtc-pl030.c=
RTC_DRV_PL031 :: drivers/rtc/rtc-pl031.c=
TOSHIBA_FIR :: drivers/net/irda/donauboe.c=drivers/net/irda/donauboe.h=
MACH_SMDK6410 :: arch/arm/mach-s3c64xx/mach-smdk6410.c=
MTD_DATAFLASH :: drivers/mtd/devices/mtd_dataflash.c=
MTD_DILNETPC :: drivers/mtd/maps/dilnetpc.c=
CPU_R4300 :: arch/mips/kernel/r4k_fpu.S=arch/mips/kernel/r4k_switch.S=arch/mips/lib/dump_tlb.c=arch/mips/mm/c-r4k.c=arch/mips/mm/cex-gen.S=arch/mips/mm/tlb-r4k.c=
SCSI_SYM53C8XX_2 :: sym53c8xx_2/=drivers/scsi/sym53c8xx_2/sym_fw.c=drivers/scsi/sym53c8xx_2/sym_fw.h=drivers/scsi/sym53c8xx_2/sym_glue.c=drivers/scsi/sym53c8xx_2/sym_glue.h=drivers/scsi/sym53c8xx_2/sym_hipd.c=drivers/scsi/sym53c8xx_2/sym_hipd.h=drivers/scsi/sym53c8xx_2/sym_malloc.c=drivers/scsi/sym53c8xx_2/sym_nvram.c=drivers/scsi/sym53c8xx_2/sym_nvram.h=
